Date,Open,High,Low,Close,Adj Close,Volume
10/6/2011,3.3575,3.4825,3.3525,3.4725,3.190828,77319200
10/7/2011,3.4875,3.59,3.415,3.5375,3.250556,80697600
10/10/2011,3.5975,3.695,3.59,3.695,3.39528,53437600
10/11/2011,3.665,3.725,3.6425,3.655,3.358524,81608000
10/12/2011,3.725,3.7275,3.65,3.6525,3.356227,61206400
10/13/2011,3.635,3.8725,3.625,3.865,3.55149,85483200
10/14/2011,3.9325,3.9725,3.835,3.93,3.611218,70245200
10/17/2011,3.885,3.885,3.715,3.735,3.432035,61178000
10/18/2011,3.715,3.88,3.6925,3.87,3.556085,59091600
10/19/2011,3.875,3.9425,3.7825,3.7925,3.484871,55756800
10/20/2011,3.69,3.705,3.46,3.6025,3.310284,99030800
10/21/2011,3.6475,3.7075,3.56,3.62,3.326363,62842800
10/24/2011,3.635,3.8125,3.6275,3.755,3.450414,53525600
10/25/2011,3.7025,3.7325,3.605,3.6125,3.319472,57799600
10/26/2011,3.6825,3.7025,3.55,3.655,3.358524,50311600
10/27/2011,3.79,3.85,3.705,3.8125,3.503248,57773200
10/28/2011,3.78,3.935,3.77,3.9,3.58365,49015600
10/31/2011,3.775,3.7975,3.7,3.7,3.399875,51998400
11/1/2011,3.565,3.575,3.48,3.515,3.229881,79082400
11/2/2011,3.55,3.5675,3.3825,3.455,3.174748,96160800
11/3/2011,3.4925,3.67,3.4,3.6625,3.365416,74937200
11/4/2011,3.63,3.7175,3.5725,3.705,3.404468,65484000
11/7/2011,3.6775,3.74,3.6,3.685,3.386091,61353600
11/8/2011,3.7325,3.7925,3.6725,3.77,3.464197,54972800
11/9/2011,3.6825,3.73,3.565,3.58,3.289608,53224400
11/10/2011,3.6675,3.705,3.5275,3.6175,3.324066,99048400
11/11/2011,3.72,3.775,3.5175,3.745,3.441223,175156000
11/14/2011,3.745,3.7825,3.6625,3.6725,3.374605,50029200
11/15/2011,3.6375,3.7475,3.6275,3.72,3.418252,50566000
11/16/2011,3.65,3.7475,3.6325,3.645,3.349336,51242000
11/17/2011,3.6375,3.6475,3.45,3.515,3.229881,65750400
11/18/2011,3.535,3.535,3.445,3.4825,3.200017,50135200
11/21/2011,3.4275,3.6925,3.375,3.6575,3.360822,133078800
11/22/2011,3.6975,3.79,3.6775,3.77,3.464197,128748000
11/23/2011,3.73,3.7575,3.6075,3.61,3.317174,82534000
11/25/2011,3.5625,3.645,3.5,3.51,3.225286,40662000
11/28/2011,3.625,3.7625,3.625,3.7075,3.406766,69061600
11/29/2011,3.7025,3.775,3.6675,3.7275,3.425143,62344000
11/30/2011,3.84,3.9175,3.8075,3.9075,3.590543,73032400
12/1/2011,3.875,3.965,3.8575,3.955,3.63419,52976000
12/2/2011,3.9975,4.0125,3.8925,3.93,3.611218,54646400
12/5/2011,3.995,4,3.8375,3.87,3.556085,64469600
12/6/2011,3.8925,3.9,3.775,3.815,3.505546,57383200
12/7/2011,3.79,3.82,3.7125,3.7925,3.484871,51001600
12/8/2011,3.755,3.8175,3.66,3.6725,3.374605,49148800
12/9/2011,3.645,3.755,3.595,3.725,3.422847,55584000
12/12/2011,3.645,3.66,3.565,3.6325,3.337849,57320800
12/13/2011,3.68,3.725,3.51,3.5325,3.245961,51659600
12/14/2011,3.5025,3.5225,3.3575,3.395,3.119614,63602000
12/15/2011,3.4525,3.475,3.3575,3.365,3.092048,43514800
12/16/2011,3.3925,3.4575,3.3625,3.3775,3.103534,61911600
12/19/2011,3.3925,3.4325,3.2775,3.29,3.023132,46327600
12/20/2011,3.365,3.4875,3.365,3.475,3.193125,44520800
12/21/2011,3.455,3.4925,3.3625,3.43,3.151776,54842400
12/22/2011,3.44,3.5875,3.44,3.5775,3.287311,57656000
12/23/2011,3.595,3.6,3.5125,3.5425,3.25515,24894800
12/27/2011,3.5275,3.57,3.505,3.515,3.229881,19571200
12/28/2011,3.515,3.5225,3.425,3.4275,3.149479,23396000
12/29/2011,3.4625,3.5,3.4125,3.4925,3.209205,21111200
12/30/2011,3.48,3.5175,3.46,3.465,3.183936,18695600
1/3/2012,3.575,3.6,3.5025,3.51,3.225286,46804400
1/4/2012,3.5125,3.565,3.48,3.55,3.262041,34737200
1/5/2012,3.5325,3.695,3.5175,3.6775,3.379199,56354800
1/6/2012,3.675,3.6775,3.5925,3.635,3.340147,53325200
1/9/2012,3.6375,3.705,3.61,3.635,3.340147,50824400
1/10/2012,3.69,3.6925,3.595,3.62,3.326363,54632800
1/11/2012,3.5875,3.62,3.5325,3.5475,3.259744,48427200
1/12/2012,3.555,3.5575,3.4475,3.525,3.239069,65236400
1/13/2012,3.5,3.5075,3.415,3.4325,3.154072,50430000
1/17/2012,3.485,3.485,3.375,3.38,3.105832,62717600
1/18/2012,3.445,3.5225,3.4275,3.495,3.211503,63267600
1/19/2012,3.525,3.5925,3.4875,3.5875,3.296499,60831200
1/20/2012,3.5825,3.625,3.5425,3.555,3.266635,54627200
1/23/2012,3.5575,3.655,3.5125,3.6525,3.356227,56279200
1/24/2012,3.6275,3.75,3.625,3.735,3.432035,73092000
1/25/2012,3.635,3.7225,3.53,3.7125,3.411361,127415200
1/26/2012,3.7675,3.81,3.6575,3.6775,3.379199,79967200
1/27/2012,3.655,3.7475,3.625,3.7275,3.425143,44999600
1/30/2012,3.6625,3.7175,3.6075,3.7,3.399875,39907600
1/31/2012,3.71,3.7125,3.6275,3.6925,3.392982,35790000
2/1/2012,3.735,3.775,3.6825,3.7325,3.429738,42802000
2/2/2012,3.7525,3.8875,3.715,3.8725,3.558382,69623600
2/3/2012,3.93,3.9875,3.9225,3.955,3.63419,49523200
2/6/2012,3.935,3.94,3.89,3.925,3.606624,27886800
2/7/2012,3.93,3.9575,3.865,3.935,3.615812,41029600
2/8/2012,3.935,4.155,3.915,4.0775,3.746753,84761200
2/9/2012,4.1275,4.15,4.0675,4.075,3.744455,56194400
2/10/2012,4.035,4.05,3.9525,3.975,3.652568,44026800
2/13/2012,4.075,4.09,3.955,4.0375,3.709998,61066800
2/14/2012,4.0375,4.095,4.0025,4.06,3.730673,45375600
2/15/2012,4.0975,4.225,4.0325,4.0425,3.714593,111085600
2/16/2012,3.765,4.145,3.75,4.1125,3.778913,188858800
2/17/2012,4.115,4.1425,3.925,3.9625,3.641081,102036000
2/21/2012,3.96,4.08,3.9525,3.9825,3.659459,51817600
2/22/2012,3.9625,4.06,3.95,3.955,3.63419,49243200
2/23/2012,3.9625,4,3.9,3.9775,3.654865,32396800
2/24/2012,3.99,3.995,3.93,3.9475,3.627299,36666800
2/27/2012,3.8975,3.915,3.8125,3.8675,3.553788,74526800
2/28/2012,3.8675,3.9125,3.7925,3.8325,3.521627,69988400
2/29/2012,3.845,3.91,3.785,3.7875,3.480276,68919600
3/1/2012,3.8025,3.8575,3.7875,3.8125,3.503248,44994400
3/2/2012,3.8,3.9,3.8,3.845,3.533113,68407600
3/5/2012,3.8175,3.825,3.6875,3.715,3.413657,51484800
3/6/2012,3.6725,3.7025,3.615,3.68,3.381497,47140000
3/7/2012,3.7,3.7175,3.65,3.7025,3.402171,44198400
3/8/2012,3.7125,3.7525,3.6925,3.715,3.413657,43085200
3/9/2012,3.725,3.7525,3.685,3.705,3.404468,36783600
3/12/2012,3.72,3.745,3.6375,3.6475,3.351632,29994800
3/13/2012,3.6625,3.7175,3.645,3.6975,3.397577,55328800
3/14/2012,3.6975,3.705,3.58,3.5925,3.301095,73570800
3/15/2012,3.6025,3.665,3.59,3.645,3.349336,38238000
3/16/2012,3.6475,3.665,3.6275,3.65,3.35393,42834000
3/19/2012,3.67,3.6875,3.6425,3.66,3.363119,40540000
3/20/2012,3.64,3.64,3.5675,3.6,3.307986,44961600
3/21/2012,3.6,3.6475,3.56,3.615,3.321769,46784000
3/22/2012,3.5875,3.64,3.5775,3.61,3.317174,42537200
3/23/2012,3.6,3.6475,3.575,3.6375,3.342444,31545600
3/26/2012,3.6725,3.6975,3.6375,3.68,3.381497,28860000
3/27/2012,3.695,3.75,3.6875,3.705,3.404468,41996800
3/28/2012,3.7525,3.84,3.725,3.79,3.482575,89244800
3/29/2012,3.785,3.8375,3.7375,3.8075,3.498654,37270000
3/30/2012,3.84,3.8725,3.785,3.85,3.537707,52724000
4/2/2012,3.84,3.8725,3.7775,3.8325,3.521627,40777600
4/3/2012,3.86,3.865,3.75,3.77,3.464197,43047600
4/4/2012,3.7125,3.76,3.64,3.6625,3.365416,49589600
4/5/2012,3.6675,3.7125,3.645,3.6575,3.360822,36942400
4/9/2012,3.6,3.6225,3.54,3.61,3.317174,36550400
4/10/2012,3.595,3.645,3.5225,3.54,3.252853,47036000
4/11/2012,3.5875,3.6625,3.575,3.585,3.294203,37296000
4/12/2012,3.59,3.69,3.575,3.67,3.372308,38486800
4/13/2012,3.6375,3.6575,3.5375,3.54,3.252853,31132400
4/16/2012,3.565,3.575,3.44,3.4975,3.213799,46346800
4/17/2012,3.5075,3.55,3.4925,3.505,3.220691,46069600
4/18/2012,3.4825,3.5,3.425,3.4675,3.186234,40076400
4/19/2012,3.4225,3.5525,3.3975,3.415,3.137993,66718800
4/20/2012,3.435,3.445,3.34,3.3475,3.075967,50959200
4/23/2012,3.29,3.3225,3.2275,3.3075,3.039212,70624400
4/24/2012,3.3175,3.345,3.1875,3.205,2.945025,73044000
4/25/2012,3.2525,3.295,3.1925,3.27,3.004754,72711200
4/26/2012,3.2675,3.3,3.245,3.2725,3.007051,53920800
4/27/2012,3.2675,3.2875,3.21,3.245,2.981781,47535600
4/30/2012,3.2275,3.2675,3.205,3.25,2.986377,26226800
5/1/2012,3.2325,3.3425,3.2325,3.3075,3.039212,40868000
5/2/2012,3.295,3.3075,3.195,3.2125,2.951918,68400800
5/3/2012,3.22,3.24,3.1375,3.1575,2.901379,41953600
5/4/2012,3.1375,3.155,3.065,3.065,2.816383,54509200
5/7/2012,3.12,3.1725,3.0925,3.1175,2.864623,60444000
5/8/2012,3.09,3.135,3.035,3.115,2.862327,46231200
5/9/2012,3.06,3.1525,3.03,3.1275,2.873812,52060800
5/10/2012,3.1575,3.1625,3.055,3.105,2.853137,59709200
5/11/2012,3.3625,3.42,3.29,3.3025,3.034618,143514000
5/14/2012,3.275,3.3325,3.2075,3.2825,3.01624,43747200
5/15/2012,3.2825,3.355,3.235,3.25,2.986377,59994000
5/16/2012,3.255,3.2925,3.175,3.185,2.926649,47048400
5/17/2012,3.1975,3.2275,3.1625,3.1625,2.905973,33536400
5/18/2012,3.17,3.185,3.005,3.02,2.775032,56728800
5/21/2012,3.025,3.0875,3.005,3.0725,2.823275,41626000
5/22/2012,3.07,3.075,2.99,3.035,2.788815,41014000
5/23/2012,3.0025,3.115,2.9575,3.11,2.857732,49600000
5/24/2012,3.1275,3.1325,3.005,3.0275,2.781924,52042000
5/25/2012,3.025,3.125,3.025,3.1,2.848543,39175200
5/29/2012,3.15,3.2,3.1375,3.18,2.922054,31000000
5/30/2012,3.145,3.1675,3.0875,3.1425,2.887596,37979200
5/31/2012,3.1425,3.155,3.0675,3.1075,2.855435,35819200
6/1/2012,3.0425,3.0725,2.99,2.995,2.75206,44098400
6/4/2012,3.01,3.0275,2.9075,2.9325,2.69463,43285600
6/5/2012,2.9175,3.025,2.9175,3.0175,2.772735,36522400
6/6/2012,3.04,3.105,3.0175,3.0975,2.846246,36896800
6/7/2012,3.1425,3.16,2.97,2.9725,2.731386,52678000
6/8/2012,2.9825,3.04,2.9775,3.03,2.784222,37030800
6/11/2012,3.1275,3.1825,3.0575,3.065,2.816383,83908000
6/12/2012,3.1,3.1575,3.095,3.1275,2.873812,49612800
6/13/2012,3.125,3.1325,3.03,3.045,2.798005,49427600
6/14/2012,3.04,3.065,2.9775,3.0075,2.763547,58988400
6/15/2012,3.03,3.075,3.0025,3.0725,2.823275,38528800
6/18/2012,3.05,3.125,3.025,3.1,2.848543,30442400
6/19/2012,3.2275,3.3575,3.2125,3.31,3.04151,96047600
6/20/2012,3.3425,3.425,3.3225,3.3625,3.089751,97272000
6/21/2012,3.36,3.36,3.2025,3.21,2.949621,51637600
6/22/2012,3.25,3.2875,3.205,3.25,2.986377,86536000
6/25/2012,3.2525,3.2625,3.135,3.1475,2.892191,49461600
6/26/2012,3.165,3.205,3.12,3.1825,2.924351,43715200
6/27/2012,3.185,3.3075,3.185,3.285,3.018537,50606400
6/28/2012,3.255,3.33,3.2275,3.31,3.04151,54589600
6/29/2012,3.3875,3.4625,3.385,3.455,3.174748,61650800
7/2/2012,3.4725,3.475,3.335,3.3625,3.089751,58168400
7/3/2012,3.3625,3.4575,3.36,3.45,3.170153,21928400
7/5/2012,3.4275,3.4425,3.3625,3.415,3.137993,28007600
7/6/2012,3.39,3.4,3.3125,3.35,3.078264,38276000
7/9/2012,3.33,3.345,3.2775,3.305,3.036915,30633600
7/10/2012,3.27,3.3675,3.18,3.205,2.945025,51202800
7/11/2012,3.215,3.255,3.1375,3.1525,2.896785,48521600
7/12/2012,3.1175,3.1225,3.0725,3.1,2.848543,47216000
7/13/2012,3.1025,3.155,3.0825,3.14,2.885299,32426000
7/16/2012,3.12,3.175,3.09,3.15,2.894488,33446000
7/17/2012,3.16,3.1775,3.04,3.0925,2.841651,44747600
7/18/2012,3.085,3.31,3.07,3.265,3.000159,61600800
7/19/2012,3.2875,3.34,3.265,3.2975,3.030024,40303600
7/20/2012,3.2775,3.3,3.1675,3.2025,2.942729,45100000
7/23/2012,3.1175,3.2675,3.0825,3.245,2.981781,45158400
7/24/2012,3.25,3.27,3.1725,3.21,2.949621,35116400
7/25/2012,3.2,3.305,3.185,3.2725,3.007051,41504400
7/26/2012,3.3325,3.37,3.2625,3.2875,3.020834,33844000
7/27/2012,3.3,3.38,3.275,3.37,3.096642,37651600
7/30/2012,3.37,3.4125,3.305,3.3325,3.062184,36355200
7/31/2012,3.3325,3.4325,3.3275,3.385,3.110426,38778800
8/1/2012,3.405,3.4375,3.3325,3.3475,3.075967,33591200
8/2/2012,3.33,3.41,3.275,3.36,3.087452,36791200
8/3/2012,3.4125,3.465,3.3325,3.43,3.151776,32654800
8/6/2012,3.4625,3.52,3.4575,3.5025,3.218395,36032400
8/7/2012,3.545,3.575,3.5175,3.5375,3.250556,40734000
8/8/2012,3.535,3.595,3.525,3.5575,3.268933,51706400
8/9/2012,3.5625,3.685,3.5575,3.6775,3.379199,82230000
8/10/2012,3.775,3.805,3.6075,3.655,3.358524,127874400
8/13/2012,3.66,3.705,3.645,3.7025,3.402171,44724400
8/14/2012,3.715,3.72,3.6325,3.6475,3.351632,38882800
8/15/2012,3.66,3.69,3.6025,3.62,3.326363,59440400
8/16/2012,3.6525,3.7075,3.64,3.695,3.39528,37100800
8/17/2012,3.695,3.695,3.63,3.6625,3.365416,30986400
8/20/2012,3.65,3.6675,3.6075,3.6625,3.365416,31439200
8/21/2012,3.675,3.6975,3.615,3.6525,3.356227,34024800
8/22/2012,3.63,3.675,3.6175,3.66,3.363119,31355600
8/23/2012,3.6525,3.655,3.5625,3.5775,3.287311,37904000
8/24/2012,3.5775,3.6675,3.57,3.65,3.35393,34772400
8/27/2012,3.6475,3.6575,3.585,3.5875,3.296499,34094400
8/28/2012,3.56,3.6075,3.5525,3.5725,3.282717,31076400
8/29/2012,3.57,3.6025,3.5625,3.58,3.289608,25041200
8/30/2012,3.5725,3.585,3.495,3.5125,3.227583,30748800
8/31/2012,3.5375,3.5625,3.4725,3.5075,3.222988,48506400
9/4/2012,3.45,3.4625,3.2875,3.32,3.050697,69445200
9/5/2012,3.3325,3.38,3.295,3.33,3.059887,48025600
9/6/2012,3.355,3.5225,3.3525,3.4325,3.154072,65729600
9/7/2012,3.345,3.3725,3.2375,3.35,3.078264,78106400
9/10/2012,3.3425,3.39,3.3125,3.32,3.050697,37110800
9/11/2012,3.3175,3.4125,3.305,3.36,3.087452,38280800
9/12/2012,3.3875,3.415,3.355,3.3975,3.121912,32260800
9/13/2012,3.4275,3.44,3.355,3.42,3.142587,43383600
9/14/2012,3.4175,3.52,3.4175,3.46,3.179342,33946800
9/17/2012,3.4675,3.4675,3.3275,3.365,3.092048,49334800
9/18/2012,3.3275,3.4275,3.325,3.3875,3.112723,35995200
9/19/2012,3.395,3.475,3.355,3.4275,3.149479,45193600
9/20/2012,3.42,3.4375,3.375,3.4025,3.126505,32059600
9/21/2012,3.4075,3.4375,3.395,3.4175,3.14029,34013600
9/24/2012,3.3625,3.42,3.3575,3.415,3.137993,35783200
9/25/2012,3.46,3.475,3.3475,3.3525,3.080562,48154400
9/26/2012,3.34,3.3425,3.255,3.295,3.027725,43681200
9/27/2012,3.3025,3.325,3.275,3.32,3.050697,55888800
9/28/2012,3.305,3.3825,3.2625,3.335,3.064481,48550800
10/1/2012,3.35,3.37,3.2675,3.28,3.013943,50423600
10/2/2012,3.3025,3.3025,3.255,3.2925,3.025428,29549200
10/3/2012,3.3,3.31,3.2425,3.26,2.995565,43087200
10/4/2012,3.2675,3.425,3.25,3.405,3.128803,50260800
10/5/2012,3.415,3.45,3.3125,3.325,3.055292,48306800
10/8/2012,3.3125,3.3275,3.2675,3.2925,3.025428,24059600
10/9/2012,3.2875,3.2975,3.2125,3.2225,2.961106,36636000
10/10/2012,3.2075,3.2225,3.155,3.1675,2.910568,32656800
10/11/2012,3.1975,3.2075,3.16,3.185,2.926649,32051600
10/12/2012,3.1625,3.1875,3.1375,3.1575,2.901379,26069600
10/15/2012,3.1625,3.2,3.125,3.1975,2.938134,24958000
10/16/2012,3.225,3.3,3.195,3.29,3.023132,36769600
10/17/2012,3.25,3.28,3.2175,3.265,3.000159,39175200
10/18/2012,3.2575,3.2575,3.2025,3.215,2.954214,25477200
10/19/2012,3.1675,3.19,3.01,3.0275,2.781924,70941200
10/22/2012,3.04,3.0575,2.9675,2.9925,2.749763,48084000
10/23/2012,2.965,3.1025,2.9575,3.0825,2.832462,57394800
10/24/2012,3.1025,3.115,3.0125,3.0425,2.795708,33291600
10/25/2012,3.0675,3.1,3.0325,3.045,2.798005,30735600
10/26/2012,3.05,3.0675,3.0125,3.0125,2.768141,38937600
10/31/2012,3.025,3.05,2.9875,2.995,2.75206,34711200
11/1/2012,3.01,3.14,3.0075,3.1375,2.883001,47322000
11/2/2012,3.17,3.175,3.1025,3.1225,2.869219,25670000
11/5/2012,3.115,3.2675,3.115,3.255,2.990971,44484000
11/6/2012,3.2625,3.2625,3.1975,3.2525,2.988673,35080400
11/7/2012,3.2275,3.2475,3.1375,3.1525,2.896785,32462000
11/8/2012,3.1875,3.27,3.1625,3.17,2.912865,83902400
11/9/2012,3.1875,3.225,3.0375,3.0475,2.800302,84628000
11/12/2012,3.0525,3.065,2.95,2.98,2.738277,64362400
11/13/2012,2.965,3.0325,2.955,2.9575,2.717602,49212000
11/14/2012,2.975,3.005,2.8825,2.885,2.650983,61930000
11/15/2012,2.9025,2.9775,2.8775,2.8975,2.662469,46668800
11/16/2012,2.8975,2.9075,2.7875,2.845,2.614228,62455200
11/19/2012,2.8975,2.935,2.8625,2.925,2.687739,40409200
11/20/2012,2.895,2.9075,2.8425,2.8725,2.656526,33697600
11/21/2012,2.8725,2.9625,2.87,2.955,2.732823,42231200
11/23/2012,2.9675,3.01,2.9525,2.975,2.751319,27693200
11/26/2012,2.98,3.035,2.975,3.0275,2.799873,36460000
11/27/2012,3.015,3.085,2.99,3.04,2.811432,45140400
11/28/2012,3.0275,3.08,2.99,3.065,2.834553,39833200
11/29/2012,3.07,3.085,3,3.01,2.783688,48868800
11/30/2012,3.0075,3.03,2.975,2.9925,2.767503,46050400
12/3/2012,3.03,3.03,2.93,2.9375,2.716639,39138000
12/4/2012,2.9425,3.03,2.925,3.025,2.79756,52806800
12/5/2012,3,3.02,2.9475,2.99,2.765192,63302400
12/6/2012,2.9825,3.015,2.9725,2.995,2.769816,41289600
12/7/2012,2.9975,3.0125,2.955,2.99,2.765192,33828800
12/10/2012,2.99,3.1125,2.9825,3.09,2.857673,51364400
12/11/2012,3.1,3.2025,3.0925,3.1625,2.924722,81672400
12/12/2012,3.1725,3.19,3.1175,3.13,2.894666,39940400
12/13/2012,3.125,3.1925,3.1025,3.1325,2.896977,37755600
12/14/2012,3.145,3.18,3.1225,3.1475,2.91085,33866000
12/17/2012,3.14,3.1575,3.0875,3.135,2.899289,44523200
12/18/2012,3.135,3.175,3.125,3.14,2.903913,41643600
12/19/2012,3.1625,3.2,3.15,3.1625,2.924722,45854400
12/20/2012,3.175,3.1775,3.125,3.16,2.92241,33433200
12/21/2012,3.1175,3.1175,3.0525,3.0875,2.855361,46217200
12/24/2012,3.085,3.095,3.0525,3.0625,2.83224,12737600
12/26/2012,3.055,3.105,3.0475,3.06,2.829928,19674000
12/27/2012,3.065,3.07,3.005,3.04,2.811432,29980400
12/28/2012,3.0125,3.0725,3.0075,3.025,2.79756,22060000
12/31/2012,3.015,3.0775,3.0075,3.065,2.834553,32646000
1/2/2013,3.14,3.1825,3.1275,3.18,2.940906,47883600
1/3/2013,3.18,3.2175,3.145,3.1825,2.943217,29888800
1/4/2013,3.1875,3.2975,3.1775,3.2875,3.040323,52496800
1/7/2013,3.285,3.295,3.17,3.1925,2.952467,61073200
1/8/2013,3.2,3.21,3.1,3.1225,2.88773,46642400
1/9/2013,3.1475,3.1625,3.0325,3.0525,2.822992,69502000
1/10/2013,3.08,3.095,3.04,3.0575,2.827616,50636800
1/11/2013,3.07,3.0725,3.0225,3.0525,2.822992,51317200
1/14/2013,3.0725,3.0725,3.015,3.05,2.82068,30568400
1/15/2013,3.035,3.035,2.9775,2.995,2.769816,37588800
1/16/2013,2.99,3.0475,2.99,3.0225,2.795248,33737600
1/17/2013,3.0325,3.075,3.025,3.0625,2.83224,58073600
1/18/2013,3.0625,3.0625,3.005,3.0425,2.813744,39708800
1/22/2013,3.04,3.0675,3.0125,3.0275,2.799873,30822400
1/23/2013,3.0375,3.04,3,3.0325,2.804496,42180800
1/24/2013,3.0225,3.06,3.0075,3.0475,2.818368,39698000
1/25/2013,3.0525,3.105,3.0375,3.1025,2.869232,39392000
1/28/2013,3.1175,3.1725,3.11,3.1525,2.915473,42249200
1/29/2013,3.14,3.1475,3.0725,3.085,2.853048,38887200
1/30/2013,3.0875,3.13,3.07,3.08,2.848424,28759200
1/31/2013,3.08,3.115,3.045,3.065,2.834553,47054400
2/1/2013,3.09,3.1025,3.065,3.0925,2.859985,28881600
2/4/2013,3.075,3.1375,3.0375,3.04,2.811432,51174400
2/5/2013,3.055,3.1275,3.045,3.11,2.876169,36729600
2/6/2013,3.035,3.11,3.0175,3.085,2.853048,53068800
2/7/2013,3.075,3.1,3.0425,3.0725,2.841488,44000000
2/8/2013,3.0925,3.1175,3.0725,3.0925,2.859985,30723200
2/11/2013,3.1175,3.16,3.0875,3.1275,2.892354,40830800
2/12/2013,3.1,3.1425,3.095,3.1075,2.873857,27780400
2/13/2013,3.11,3.1675,3.0825,3.0925,2.859985,85639600
2/14/2013,3.05,3.185,3.0125,3.1825,2.943217,88209600
2/15/2013,3.175,3.1975,3.1125,3.1825,2.943217,73386000
2/19/2013,3.185,3.1875,3.12,3.14,2.903913,43355200
2/20/2013,3.15,3.2,3.085,3.095,2.862297,71301200
2/21/2013,3.09,3.125,3.065,3.0725,2.841488,58040800
2/22/2013,3.0925,3.1325,3.075,3.13,2.894666,37014800
2/25/2013,3.1375,3.1625,3.07,3.075,2.843801,64444400
2/26/2013,3.0625,3.11,3.0525,3.0925,2.87753,48750400
2/27/2013,3.0925,3.1725,3.085,3.15,2.931034,47698000
2/28/2013,3.14,3.2125,3.1275,3.165,2.94499,59139200
3/1/2013,3.1425,3.1875,3.115,3.1775,2.956621,38939600
3/4/2013,3.155,3.195,3.13,3.165,2.94499,35368000
3/5/2013,3.1825,3.205,3.1675,3.2,2.977558,36616800
3/6/2013,3.22,3.25,3.1825,3.1975,2.975231,34292800
3/7/2013,3.215,3.2475,3.1725,3.19,2.968253,31482400
3/8/2013,3.1975,3.22,3.1825,3.205,2.98221,24646400
3/11/2013,3.1725,3.1875,3.1475,3.175,2.954296,29974800
3/12/2013,3.17,3.195,3.14,3.185,2.963601,31085600
3/13/2013,3.185,3.24,3.155,3.185,2.963601,48584000
3/14/2013,3.205,3.215,3.1675,3.1875,2.965927,38330400
3/15/2013,3.1875,3.1875,3.1475,3.16,2.940338,35577600
3/18/2013,3.14,3.1675,3.115,3.1375,2.919403,29831200
3/19/2013,3.14,3.155,3.095,3.1175,2.900793,35548000
3/20/2013,3.1475,3.165,3.12,3.155,2.935686,34058800
3/21/2013,3.1375,3.1425,3.1,3.105,2.889162,33903200
3/22/2013,3.115,3.1325,3.1025,3.12,2.903119,23247600
3/25/2013,3.1375,3.14,3.08,3.1025,2.886836,36207600
3/26/2013,3.11,3.1275,3.0975,3.125,2.907772,23254000
3/27/2013,3.1125,3.18,3.105,3.1625,2.942665,25494400
3/28/2013,3.155,3.21,3.1325,3.2075,2.984537,34927600
4/1/2013,3.2,3.2,3.08,3.1025,2.886836,44282800
4/2/2013,3.105,3.1125,3.05,3.07,2.856595,37152400
4/3/2013,3.065,3.0825,3.01,3.0325,2.821701,35315600
4/4/2013,3.0225,3.0725,3.0125,3.0625,2.849616,29467600
4/5/2013,3.0175,3.115,3.01,3.115,2.898467,55135200
4/8/2013,3.1175,3.1175,3.05,3.1075,2.891489,32666000
4/9/2013,3.11,3.18,3.0875,3.1575,2.938013,38058400
4/10/2013,3.16,3.2125,3.1525,3.2075,2.984537,38468800
4/11/2013,3.1625,3.2125,3.075,3.1925,2.970579,96922000
4/12/2013,3.2075,3.3075,3.18,3.2725,3.045018,77054800
4/15/2013,3.2625,3.2725,3.185,3.205,2.98221,43042000
4/16/2013,3.235,3.2625,3.2175,3.24,3.014777,46884400
4/17/2013,3.215,3.245,3.1775,3.1975,2.975231,53294800
4/18/2013,3.205,3.225,3.135,3.135,2.917076,40254800
4/19/2013,3.1325,3.1525,3.0925,3.1425,2.924055,30302800
4/22/2013,3.14,3.175,3.115,3.1475,2.928708,24556800
4/23/2013,3.175,3.2625,3.17,3.23,3.005472,37694800
4/24/2013,3.24,3.3675,3.2375,3.34,3.107826,55655600
4/25/2013,3.3575,3.375,3.3275,3.3675,3.133415,35322400
4/26/2013,3.3625,3.3675,3.335,3.3525,3.119458,32433200
4/29/2013,3.3575,3.405,3.3425,3.3925,3.156677,26971200
4/30/2013,3.4,3.4425,3.3775,3.4425,3.203201,27671200
5/1/2013,3.4425,3.465,3.4,3.4125,3.175286,34131600
5/2/2013,3.41,3.4625,3.39,3.4525,3.212506,32348000
5/3/2013,3.475,3.4925,3.455,3.4675,3.226464,29386400
5/6/2013,3.4675,3.4875,3.4375,3.4575,3.217159,21711600
5/7/2013,3.4575,3.465,3.38,3.4125,3.175286,44806800
5/8/2013,3.4175,3.495,3.405,3.475,3.233442,33403200
5/9/2013,3.4125,3.4925,3.4075,3.4775,3.235768,56680000
5/10/2013,3.55,3.65,3.55,3.635,3.382319,86113600
5/13/2013,3.61,3.625,3.545,3.56,3.312534,28981200
5/14/2013,3.6025,3.6425,3.5675,3.6125,3.361384,45414000
5/15/2013,3.595,3.6875,3.595,3.675,3.419539,31317200
5/16/2013,3.67,3.7075,3.645,3.6575,3.403256,30836800
5/17/2013,3.675,3.7425,3.6475,3.7175,3.459085,31211600
5/20/2013,3.7025,3.725,3.69,3.71,3.452106,23638000
5/21/2013,3.7125,3.745,3.67,3.73,3.488346,35778400
5/22/2013,3.745,3.745,3.585,3.6,3.366768,48040400
5/23/2013,3.5575,3.67,3.5475,3.6575,3.420544,39388400
5/24/2013,3.6375,3.6675,3.595,3.635,3.399501,28330400
5/28/2013,3.6625,3.6725,3.5975,3.6325,3.397162,27930000
5/29/2013,3.61,3.6325,3.595,3.61,3.37612,33505200
